item	itemNumber	block	type	shapeOne	shapeTwo	shapeThree	shapeFour	line	shapeFive	shapeSix	shapeSeven	shapeEight	sID	mode	onset_time	record_time	response	Other_keys
102	25.0	2	sample	heartblack	diablack	sqblack	circleblack	line	octoyellow	triyellow	heartyellow	diayellow	34	prime	1308947190.671518	2.021811	8	
103	22.0	2	sample	circleblack	diared	circleblack	none	line	diablack	circlered	circlered	none	34	prime	1308947193.187502	2.273495	8	
104	49.0	2	sample	octoblack	diagreen	triblue	none	line	triblue	diagreen	octoblack	none	34	prime	1308947195.957654	2.817961	9	
item	itemNumber	block	type	shapeOne	shapeTwo	shapeThree	shapeFour	line	shapeFive	shapeSix	shapeSeven	shapeEight	sID	mode	onset_time	record_time	response	Other_keys
0	59.0	2	sample	triblack	octogreen	octopurp	circleyellow	line	diablue	diagreen	diapurp	circleyellow	35	prime	1308946558.579842	1.270543	1	
1	37.0	2	sample	triblue	sqyellow	triblue	sqyellow	line	sqyellow	triblue	sqyellow	triblue	35	prime	1308946560.370557	1.236568	6	
2	7.0	2	sample	sqpurp	triyellow	sqpurp	none	line	sqpurp	triyellow	sqpurp	none	35	prime	1308946562.101871	1.278633	9	
3	73.0	2	sample	sqblue	circleyellow	trired	none	line	none	diablack	octogreen	none	35	prime	1308946563.867928	0.987554	1	
4	28.0	2	sample	sqblue	octopurp	sqblue	octogreen	line	sqblue	tripurp	sqblue	trigreen	35	prime	1308946565.373281	1.487653	6	
5	12.0	2	sample	circleblue	octored	circlegreen	none	line	heartblue	circlered	heartgreen	none	35	prime	1308946567.361137	1.471973	6	
6	34.0	2	sample	sqblue	diared	sqblue	heartred	line	diablue	diared	sqred	heartred	35	prime	1308946569.350819	1.736239	6	
7	10.0	2	sample	circleblue	triblack	octored	none	line	triyellow	octoblue	diayellow	none	35	prime	1308946571.587855	1.007436	1	
8	2.0	2	sample	sqblack	octoyellow	circlepurp	none	line	circlered	trired	heartblack	none	35	prime	1308946573.092902	0.861371	1	
9	29.0	2	sample	tripurp	circlegreen	tripurp	circlered	line	tripurp	heartgreen	tripurp	heartred	35	prime	1308946574.474776	1.319072	9	
10	17.0	2	sample	heartgreen	circlered	heartgreen	none	line	heartgreen	circlegreen	heartgreen	none	35	prime	1308946576.286461	1.032194	8	
11	13.0	2	sample	octoblue	circleyellow	octored	none	line	sqblue	octoyellow	sqred	none	35	prime	1308946577.813799	1.742226	7	
12	49.0	2	sample	circleblue	heartyellow	diablack	none	line	diablack	heartyellow	circleblue	none	35	prime	1308946580.050154	2.853632	7	
13	82.0	2	sample	heartyellow	sqgreen	heartyellow	none	line	none	heartgreen	heartgreen	none	35	prime	1308946583.385765	1.440588	6	
14	53.0	2	sample	triblack	triblack	triblack	triblack	line	diayellow	diayellow	diayellow	diayellow	35	prime	1308946585.346054	2.098798	4	
15	86.0	2	sample	none	circleblue	heartblue	none	line	circleblack	octoblue	heartblack	none	35	prime	1308946587.930614	2.563799	5	
16	103.0	2	sample	sqred	sqred	octoblue	octogreen	line	octopurp	heartblue	sqgreen	none	35	prime	1308946590.997523	0.855862	1	
17	56.0	2	sample	triyellow	heartred	diagreen	sqblue	line	heartblue	sqgreen	trired	diayellow	35	prime	1308946592.371340	1.470811	1	
18	46.0	2	sample	circleyellow	heartpurp	triblack	none	line	octoyellow	heartpurp	diablack	none	35	prime	1308946594.336788	1.842154	8	
19	30.0	2	sample	sqred	triyellow	circlered	trired	line	triyellow	heartblue	heartblue	circleblue	35	prime	1308946596.701005	3.057865	1	
20	68.0	2	sample	heartblack	octored	diablack	trired	line	heartblack	octored	diablack	trired	35	prime	1308946600.277407	1.818212	6	
21	91.0	2	sample	none	heartblack	circleblack	none	line	heartblack	sqblue	circleblack	none	35	prime	1308946602.578034	1.523025	7	
22	50.0	2	sample	circlered	circleblue	octoblack	none	line	circlegreen	circleblue	octoblack	none	35	prime	1308946604.596260	1.675827	4	
23	74.0	2	sample	diayellow	octogreen	heartblack	none	line	none	diablack	octogreen	none	35	prime	1308946606.754227	2.202715	2	
24	39.0	2	sample	diapurp	diapurp	circleyellow	heartyellow	line	diapurp	circlepurp	diayellow	circleyellow	35	prime	1308946609.469181	2.852141	6	
25	48.0	2	sample	octored	sqpurp	circleblue	none	line	circleblue	sqpurp	octored	none	35	prime	1308946612.815626	1.859134	6	
26	87.0	2	sample	none	heartblack	circleblack	none	line	heartred	diablack	circlered	none	35	prime	1308946615.158641	2.532442	4	
27	58.0	2	sample	sqpurp	diagreen	diayellow	heartblack	line	octoblue	octogreen	octoyellow	heartblack	35	prime	1308946618.203349	2.321684	5	
28	104.0	2	sample	sqgreen	sqgreen	heartred	heartyellow	line	heartgreen	trired	sqyellow	none	35	prime	1308946621.028318	3.126335	4	
29	98.0	2	sample	heartblue	heartblue	circleyellow	circlered	line	circleblue	triyellow	heartred	none	35	prime	1308946624.662654	1.265268	4	
30	22.0	2	sample	octogreen	heartblue	octogreen	none	line	heartgreen	octoblue	octoblue	none	35	prime	1308946626.422115	4.643540	5	
31	21.0	2	sample	diagreen	sqblue	diagreen	none	line	diablue	sqgreen	diablue	none	35	prime	1308946631.558286	0.916082	6	
32	20.0	2	sample	heartblue	circlered	heartblue	none	line	heartred	circleblue	heartred	none	35	prime	1308946632.971074	2.138485	8	
33	45.0	2	sample	circlepurp	diagreen	sqblue	none	line	sqblue	triyellow	circlepurp	none	35	prime	1308946635.604067	3.168181	6	
34	40.0	2	sample	sqyellow	heartpurp	diablue	none	line	trired	octoblack	circlegreen	none	35	prime	1308946639.266697	1.312028	1	
35	23.0	2	sample	octogreen	sqblue	octogreen	none	line	sqgreen	octoblue	octoblue	none	35	prime	1308946641.071628	3.749819	7	
36	99.0	2	sample	heartblack	heartblack	octoyellow	octored	line	octoblack	diayellow	heartred	none	35	prime	1308946645.325661	2.164076	4	
37	4.0	2	sample	triyellow	sqblack	circlegreen	none	line	triyellow	sqblack	diablue	none	35	prime	1308946647.984649	1.460736	8	
38	84.0	2	sample	heartyellow	octored	sqyellow	none	line	none	heartred	sqred	none	35	prime	1308946649.929126	1.770273	6	
39	25.0	2	sample	sqpurp	tripurp	octopurp	circlepurp	line	diagreen	heartgreen	sqgreen	trigreen	35	prime	1308946652.213919	3.396720	8	
40	96.0	2	sample	octored	circlered	circleyellow	none	line	octored	octoyellow	circlered	circleyellow	35	prime	1308946656.116824	1.333467	7	
41	38.0	2	sample	heartpurp	heartpurp	sqred	diared	line	heartpurp	sqpurp	heartred	sqred	35	prime	1308946657.963280	2.304501	7	
42	78.0	2	sample	circlepurp	octoblue	sqyellow	none	line	none	circlepurp	octoblue	none	35	prime	1308946660.750970	2.002739	7	
43	16.0	2	sample	circleblack	octogreen	circleblack	none	line	circleblack	octoblack	circleblack	none	35	prime	1308946663.245406	2.872731	8	
44	66.0	2	sample	octoyellow	triblue	sqred	heartyellow	line	triyellow	octoblue	sqred	octored	35	prime	1308946666.637726	2.198367	7	
45	100.0	2	sample	sqblack	sqblue	diablack	diayellow	line	diablue	triblack	sqyellow	none	35	prime	1308946669.339905	2.446296	6	
46	54.0	2	sample	diared	diared	diablue	diablue	line	sqblue	sqgreen	sqgreen	heartred	35	prime	1308946672.299271	1.624803	3	
47	63.0	2	sample	circleyellow	diablue	octoblack	trigreen	line	diayellow	circleblue	sqblack	heartgreen	35	prime	1308946674.439144	1.390870	5	
48	57.0	2	sample	diapurp	octored	heartblack	sqyellow	line	octoyellow	sqblack	diared	heartpurp	35	prime	1308946676.342421	1.923930	1	
49	32.0	2	sample	sqred	octogreen	diared	diagreen	line	sqred	sqred	diagreen	diagreen	35	prime	1308946678.779702	3.099627	3	
50	71.0	2	sample	sqpurp	circlegreen	diablack	sqyellow	line	sqpurp	circlegreen	diablack	sqyellow	35	prime	1308946682.388598	1.976639	9	
51	33.0	2	sample	circleyellow	heartblue	diayellow	diablue	line	circleyellow	circleyellow	diablue	diablue	35	prime	1308946684.880125	2.567797	5	
52	76.0	2	sample	sqblack	circlegreen	diablue	none	line	none	circlegreen	diablue	none	35	prime	1308946687.930279	1.672159	7	
53	69.0	2	sample	sqblack	trired	heartblack	circlered	line	sqblack	trired	heartblack	circlered	35	prime	1308946690.119672	1.421778	9	
54	31.0	2	sample	heartyellow	trigreen	diayellow	triyellow	line	trigreen	circlered	circlered	diared	35	prime	1308946692.062136	2.064832	3	
55	26.0	2	sample	heartyellow	trired	diablue	diagreen	line	octoyellow	circlered	sqblue	sqgreen	35	prime	1308946694.642934	3.063837	7	
56	47.0	2	sample	sqred	heartgreen	diablack	none	line	circlered	heartgreen	triblack	none	35	prime	1308946698.201599	1.858502	8	
57	14.0	2	sample	heartblack	circlered	heartblack	none	line	heartblack	circleyellow	heartblack	none	35	prime	1308946700.552700	1.612229	8	
58	77.0	2	sample	octored	diablue	sqyellow	none	line	none	diablue	sqyellow	none	35	prime	1308946702.647869	1.108061	8	
59	101.0	2	sample	circleblack	circlepurp	sqblack	sqyellow	line	sqpurp	heartblack	circleyellow	none	35	prime	1308946704.255981	1.455650	7	
60	11.0	2	sample	trigreen	sqblue	octoyellow	none	line	sqblack	octogreen	circleblack	none	35	prime	1308946706.205076	4.561331	4	
61	105.0	2	sample	diablack	diablack	sqpurp	sqblue	line	sqblack	tripurp	diablue	none	35	prime	1308946711.269357	2.496858	3	
62	89.0	2	sample	octoblack	sqred	heartblack	none	line	none	octoblack	heartblack	none	35	prime	1308946714.248074	1.424098	7	
63	51.0	2	sample	sqpurp	sqgreen	triyellow	none	line	sqblue	sqgreen	triyellow	none	35	prime	1308946716.165860	1.627688	8	
64	80.0	2	sample	diared	diagreen	diared	none	line	none	diared	diared	none	35	prime	1308946718.277383	1.256351	7	
65	43.0	2	sample	heartblack	trigreen	sqyellow	none	line	sqred	circleblue	octogreen	none	35	prime	1308946720.028303	1.593616	6	
66	79.0	2	sample	diayellow	trigreen	sqblue	none	line	none	diayellow	trigreen	none	35	prime	1308946722.107771	1.817852	8	
67	72.0	2	sample	circlegreen	heartyellow	diablue	none	line	none	sqblack	octopurp	none	35	prime	1308946724.407609	3.876810	1	
68	64.0	2	sample	octoyellow	heartpurp	octoblack	circlered	line	heartpurp	octopurp	sqgreen	circlered	35	prime	1308946728.797339	1.508953	3	
69	70.0	2	sample	octored	sqpurp	triyellow	octoblue	line	octored	sqpurp	triyellow	octoblue	35	prime	1308946730.824422	1.752461	9	
70	35.0	2	sample	octored	circleblack	octored	heartblack	line	circlered	circleblack	octoblack	heartblack	35	prime	1308946733.091911	1.755478	7	
71	65.0	2	sample	sqgreen	octoblue	sqpurp	heartblack	line	octoblue	sqblue	circlered	heartblack	35	prime	1308946735.361044	1.955751	8	
72	67.0	2	sample	trigreen	octoblack	sqblue	diagreen	line	octogreen	triblack	sqblue	triblue	35	prime	1308946737.835615	1.486595	8	
73	15.0	2	sample	triblue	diapurp	triblue	none	line	triblue	diayellow	triblue	none	35	prime	1308946739.823654	1.006656	8	
74	42.0	2	sample	diared	heartyellow	octogreen	none	line	octoblue	sqpurp	circleyellow	none	35	prime	1308946741.323651	1.130830	1	
75	5.0	2	sample	sqblack	heartred	diapurp	none	line	circleyellow	heartred	diapurp	none	35	prime	1308946742.947010	2.175873	8	
76	61.0	2	sample	heartgreen	circlered	sqyellow	octored	line	heartgreen	octoblue	sqyellow	circleblack	35	prime	1308946745.636357	2.519351	7	
77	81.0	2	sample	heartyellow	heartpurp	heartyellow	none	line	none	heartyellow	heartyellow	none	35	prime	1308946748.637674	1.191908	8	
78	83.0	2	sample	heartgreen	circlepurp	heartgreen	none	line	none	heartpurp	heartpurp	none	35	prime	1308946750.311302	0.744785	8	
79	44.0	2	sample	octogreen	circlered	diablack	none	line	diablack	triyellow	octogreen	none	35	prime	1308946751.550817	0.963711	1	
80	1.0	2	sample	octored	trigreen	sqyellow	none	line	diablue	heartpurp	circlered	none	35	prime	1308946753.010504	0.879536	1	
81	75.0	2	sample	circleblue	triblack	diapurp	none	line	none	circlepurp	triblack	none	35	prime	1308946754.376465	3.358611	7	
82	24.0	2	sample	sqyellow	heartyellow	circleyellow	triyellow	line	diagreen	octogreen	sqgreen	heartgreen	35	prime	1308946758.248140	2.519867	3	
83	36.0	2	sample	heartpurp	circleblue	heartpurp	circleblue	line	circleblue	heartpurp	circleblue	heartpurp	35	prime	1308946761.282430	2.170416	6	32 1.74022698402
84	8.0	2	sample	triyellow	circleblue	heartpurp	none	line	triyellow	circleblack	heartyellow	none	35	prime	1308946763.950332	3.679007	3	
85	90.0	2	sample	none	triblack	sqblack	none	line	triblack	circlepurp	sqblack	none	35	prime	1308946768.113285	1.471718	2	
86	95.0	2	sample	triyellow	trigreen	sqyellow	sqgreen	line	triyellow	sqyellow	sqgreen	none	35	prime	1308946770.089906	1.947836	6	
87	3.0	2	sample	sqblack	diablue	octogreen	none	line	sqblack	heartred	octogreen	none	35	prime	1308946772.529640	3.469157	8	
88	92.0	2	sample	heartblue	tripurp	octoblack	circlered	line	diagreen	sqyellow	heartblue	none	35	prime	1308946776.504593	0.919546	1	
89	18.0	2	sample	sqgreen	octoblack	sqgreen	none	line	octoblack	sqgreen	octoblack	none	35	prime	1308946777.913356	1.698403	8	
90	94.0	2	sample	triblack	triyellow	diablack	diayellow	line	triblack	diablack	diayellow	none	35	prime	1308946780.119993	1.463922	7	
91	27.0	2	sample	tripurp	circleblack	octogreen	octoyellow	line	diapurp	sqblack	heartgreen	heartyellow	35	prime	1308946782.097699	1.657342	6	
92	6.0	2	sample	heartpurp	diared	heartpurp	none	line	heartpurp	diared	heartpurp	none	35	prime	1308946784.247316	1.463439	9	
93	102.0	2	sample	diagreen	diagreen	circleblue	circlered	line	circlepurp	triblue	diared	none	35	prime	1308946786.218225	4.530729	3	
94	85.0	2	sample	diayellow	heartgreen	sqyellow	none	line	none	diagreen	sqgreen	none	35	prime	1308946791.229853	3.579609	6	
95	41.0	2	sample	octored	diablack	trigreen	none	line	heartpurp	sqblue	circleyellow	none	35	prime	1308946795.304562	0.979886	1	
96	62.0	2	sample	heartblue	triblack	diared	octopurp	line	triblue	heartblack	sqred	circlepurp	35	prime	1308946796.802099	1.968327	7	
97	88.0	2	sample	triblack	circlered	heartblack	none	line	none	triblack	heartblack	none	35	prime	1308946799.256494	1.618805	7	
98	9.0	2	sample	heartyellow	diapurp	octoblue	none	line	heartyellow	diared	octoyellow	none	35	prime	1308946801.368934	2.820981	7	
99	93.0	2	sample	heartblack	sqred	diayellow	octoblue	line	circlegreen	tripurp	heartblack	none	35	prime	1308946804.695075	1.649355	1	
100	55.0	2	sample	octogreen	octogreen	octoyellow	octoyellow	line	circleyellow	circleblue	circleblue	trigreen	35	prime	1308946806.860373	3.726833	2	
101	97.0	2	sample	circleblue	diablue	diared	none	line	circleblue	circlered	diablue	diared	35	prime	1308946811.093907	2.741606	6	
102	52.0	2	sample	diablue	diablue	diablue	diablue	line	octopurp	octopurp	octopurp	octopurp	35	prime	1308946814.349051	1.972435	4	
103	60.0	2	sample	sqred	heartgreen	diayellow	trigreen	line	sqred	triblue	diayellow	heartblack	35	prime	1308946816.839082	1.056907	1	
104	19.0	2	sample	octopurp	circleblack	octopurp	none	line	circleblack	octopurp	circleblack	none	35	prime	1308946818.387442	5.292594	7	
item	itemNumber	block	type	shapeOne	shapeTwo	shapeThree	shapeFour	line	shapeFive	shapeSix	shapeSeven	shapeEight	sID	mode	onset_time	record_time	response	Other_keys
0	78.0	2	sample	heartblack	octoblue	diayellow	none	line	none	heartblack	octoblue	none	36	prime	1309195203.349838	6.127134	2	
1	20.0	2	sample	triyellow	sqpurp	triyellow	none	line	tripurp	sqyellow	tripurp	none	36	prime	1309195209.977858	3.791542	3	
2	83.0	2	sample	diayellow	octoblue	diayellow	none	line	none	diablue	diablue	none	36	prime	1309195214.254289	3.691457	2	
3	76.0	2	sample	octoyellow	tripurp	circlegreen	none	line	none	tripurp	circlegreen	none	36	prime	1309195218.432941	1.385573	2	
4	44.0	2	sample	trired	sqpurp	octogreen	none	line	octogreen	diayellow	trired	none	36	prime	1309195220.316349	2.418945	2	
5	16.0	2	sample	heartgreen	sqred	heartgreen	none	line	heartgreen	sqgreen	heartgreen	none	36	prime	1309195223.228511	1.744147	3	
6	14.0	2	sample	diablue	heartpurp	diablue	none	line	diablue	heartgreen	diablue	none	36	prime	1309195225.467215	1.229037	3	
7	26.0	2	sample	diayellow	sqblack	trired	triblue	line	octoyellow	circleblack	heartred	heartblue	36	prime	1309195227.218278	12.007236	None	
8	85.0	2	sample	circleblue	octoyellow	heartblue	none	line	none	circleyellow	heartyellow	none	36	prime	1309195239.711454	2.812049	2	
9	34.0	2	sample	diayellow	sqpurp	diayellow	tripurp	line	sqyellow	sqpurp	diapurp	tripurp	36	prime	1309195243.037652	3.397085	3	
10	77.0	2	sample	trired	circlegreen	diablack	none	line	none	circlegreen	diablack	none	36	prime	1309195246.919896	2.763113	2	
11	8.0	2	sample	sqblue	diayellow	tripurp	none	line	sqblue	diagreen	triblue	none	36	prime	1309195250.181465	1.954310	3	
12	50.0	2	sample	heartblack	heartgreen	trired	none	line	heartblue	heartgreen	trired	none	36	prime	1309195252.633001	2.502467	3	
13	104.0	2	sample	diablack	diablack	octogreen	octoblue	line	octoblack	trigreen	diablue	none	36	prime	1309195255.642236	12.005825	None	
14	54.0	2	sample	heartblack	heartblack	heartyellow	heartyellow	line	sqyellow	sqblue	sqblue	octoblack	36	prime	1309195268.159671	12.001018	None	
15	17.0	2	sample	diablack	sqgreen	diablack	none	line	diablack	sqblack	diablack	none	36	prime	1309195280.650832	1.763743	3	
16	3.0	2	sample	sqyellow	triblack	octored	none	line	sqyellow	diapurp	octored	none	36	prime	1309195282.910841	3.166439	2	
17	15.0	2	sample	sqgreen	triblue	sqgreen	none	line	sqgreen	triblack	sqgreen	none	36	prime	1309195286.570231	1.479191	3	
18	98.0	2	sample	triblack	triblack	sqgreen	sqred	line	sqblack	octogreen	trired	none	36	prime	1309195288.556469	3.254982	2	
19	75.0	2	sample	circleblack	heartred	octoblue	none	line	none	circleblue	heartred	none	36	prime	1309195292.296805	5.099797	2	
20	6.0	2	sample	heartblue	diared	heartblue	none	line	heartblue	diared	heartblue	none	36	prime	1309195297.892430	4.028569	3	
21	81.0	2	sample	octopurp	octoblue	octopurp	none	line	none	octopurp	octopurp	none	36	prime	1309195302.404519	2.582444	2	
22	18.0	2	sample	triblack	diablue	triblack	none	line	diablue	triblack	diablue	none	36	prime	1309195305.485741	2.550681	2	
23	45.0	2	sample	octoblack	trired	sqyellow	none	line	sqyellow	circleblue	octoblack	none	36	prime	1309195308.530718	2.521929	2	
24	90.0	2	sample	none	octoyellow	heartyellow	none	line	octoyellow	sqpurp	heartyellow	none	36	prime	1309195311.534174	1.805585	2	
25	21.0	2	sample	diablue	heartyellow	diablue	none	line	diayellow	heartblue	diayellow	none	36	prime	1309195313.833589	1.942462	3	
26	82.0	2	sample	octoblack	sqpurp	octoblack	none	line	none	octopurp	octopurp	none	36	prime	1309195316.256967	2.518689	2	
27	13.0	2	sample	trired	diayellow	triblue	none	line	sqred	triyellow	sqblue	none	36	prime	1309195319.275689	2.748286	1	
28	73.0	2	sample	circlepurp	sqblack	octored	none	line	none	triblue	heartyellow	none	36	prime	1309195322.509503	12.010576	None	
29	23.0	2	sample	sqpurp	triblue	sqpurp	none	line	tripurp	sqblue	sqblue	none	36	prime	1309195335.014862	2.985506	3	
30	2.0	2	sample	diablack	sqgreen	octored	none	line	octopurp	circlepurp	heartblack	none	36	prime	1309195338.492813	4.214209	1	
31	32.0	2	sample	sqpurp	heartgreen	octopurp	octogreen	line	sqpurp	sqpurp	octogreen	octogreen	36	prime	1309195343.216114	3.021030	3	
32	92.0	2	sample	triblue	heartblack	octogreen	circlepurp	line	sqyellow	diared	triblue	none	36	prime	1309195346.744230	3.006350	1	
33	38.0	2	sample	diagreen	diagreen	circlered	trired	line	diagreen	circlegreen	diared	circlered	36	prime	1309195350.268473	4.487088	3	
34	37.0	2	sample	octopurp	trired	octopurp	trired	line	trired	octopurp	trired	octopurp	36	prime	1309195355.277321	6.455469	4	
35	69.0	2	sample	sqyellow	heartgreen	diayellow	octogreen	line	sqyellow	heartgreen	diayellow	octogreen	36	prime	1309195362.244205	4.907954	4	
36	64.0	2	sample	octoblue	diablack	octoyellow	heartred	line	diablack	octoblack	circlegreen	heartred	36	prime	1309195367.666771	4.987667	3	
37	11.0	2	sample	heartblack	octoyellow	sqgreen	none	line	octoblue	sqblack	circleblue	none	36	prime	1309195373.147005	3.236358	2	
38	12.0	2	sample	circlered	heartgreen	circleyellow	none	line	octored	circlegreen	octoyellow	none	36	prime	1309195376.877540	4.593684	1	
39	65.0	2	sample	diayellow	octopurp	diablack	circlered	line	octopurp	diapurp	heartgreen	circlered	36	prime	1309195381.984777	4.706943	3	
40	19.0	2	sample	sqgreen	heartred	sqgreen	none	line	heartred	sqgreen	heartred	none	36	prime	1309195387.183327	2.822965	2	
41	105.0	2	sample	circlered	circlered	sqblack	sqyellow	line	sqred	heartblack	circleyellow	none	36	prime	1309195390.509840	3.838569	2	
42	87.0	2	sample	none	heartblack	triblack	none	line	heartblue	sqblack	triblue	none	36	prime	1309195394.834509	2.165572	2	
43	36.0	2	sample	octogreen	triblue	octogreen	triblue	line	triblue	octogreen	triblue	octogreen	36	prime	1309195397.521041	3.224565	4	
44	24.0	2	sample	circleblue	triblue	sqblue	heartblue	line	diayellow	octoyellow	circleyellow	triyellow	36	prime	1309195401.265165	8.794466	1	
45	30.0	2	sample	triblue	heartgreen	circleblue	heartblue	line	heartgreen	octopurp	octopurp	circlepurp	36	prime	1309195410.575375	5.019673	1	
46	91.0	2	sample	none	circlepurp	heartpurp	none	line	circlepurp	octored	heartpurp	none	36	prime	1309195416.077588	2.749129	2	
47	97.0	2	sample	trigreen	sqgreen	sqyellow	none	line	trigreen	triyellow	sqgreen	sqyellow	36	prime	1309195419.331558	3.323468	3	
48	79.0	2	sample	sqyellow	heartgreen	trired	none	line	none	sqyellow	heartgreen	none	36	prime	1309195423.138236	2.615948	2	
49	94.0	2	sample	diared	diagreen	sqred	sqgreen	line	diared	sqred	sqgreen	none	36	prime	1309195426.256312	2.945077	3	
50	41.0	2	sample	heartblack	diablue	sqgreen	none	line	octoyellow	circlered	tripurp	none	36	prime	1309195429.696200	12.001163	None	
51	47.0	2	sample	sqblack	heartblue	diagreen	none	line	octoblack	heartblue	circlegreen	none	36	prime	1309195442.189885	3.683909	1	
52	56.0	2	sample	heartred	triyellow	sqblue	octopurp	line	tripurp	octoblue	heartyellow	sqred	36	prime	1309195446.391953	4.669185	2	
53	48.0	2	sample	sqred	diayellow	circleblue	none	line	circleblue	diayellow	sqred	none	36	prime	1309195451.555480	3.665424	3	
54	101.0	2	sample	trired	triyellow	octored	octoblue	line	octoyellow	circlered	triblue	none	36	prime	1309195455.733223	5.851784	2	
55	95.0	2	sample	heartpurp	heartgreen	circlepurp	circlegreen	line	heartpurp	circlepurp	circlegreen	none	36	prime	1309195462.086248	4.652905	3	
56	39.0	2	sample	triblack	triblack	heartblue	circleblue	line	triblack	heartblack	triblue	heartblue	36	prime	1309195467.261093	2.875486	3	
57	100.0	2	sample	heartblack	heartpurp	diablack	diablue	line	diapurp	sqblack	heartblue	none	36	prime	1309195470.639070	6.938830	2	
58	84.0	2	sample	diablack	circlegreen	sqblack	none	line	none	diagreen	sqgreen	none	36	prime	1309195478.058319	2.569016	2	
59	88.0	2	sample	sqpurp	octored	heartpurp	none	line	none	sqpurp	heartpurp	none	36	prime	1309195481.108793	2.667350	2	
60	9.0	2	sample	tripurp	heartblack	circleyellow	none	line	tripurp	heartred	circlepurp	none	36	prime	1309195484.272700	2.171722	3	
61	1.0	2	sample	octored	circleyellow	triblack	none	line	sqpurp	heartgreen	diared	none	36	prime	1309195486.939113	12.001354	None	
62	102.0	2	sample	triblack	triblack	octored	octoyellow	line	octopurp	circlered	triyellow	none	36	prime	1309195499.449941	6.451188	2	
63	49.0	2	sample	sqpurp	octoblue	heartgreen	none	line	heartgreen	octoblue	sqpurp	none	36	prime	1309195506.392923	1.795197	2	
64	29.0	2	sample	heartblack	diayellow	heartblack	diapurp	line	heartblack	circleyellow	heartblack	circlepurp	36	prime	1309195508.700196	3.366019	2	
65	42.0	2	sample	heartred	tripurp	octoblue	none	line	octogreen	diayellow	circlepurp	none	36	prime	1309195512.562078	2.719344	1	
66	68.0	2	sample	sqyellow	triblue	circleyellow	diablue	line	sqyellow	triblue	circleyellow	diablue	36	prime	1309195515.797861	4.422259	4	
67	4.0	2	sample	octogreen	heartblack	sqpurp	none	line	octogreen	heartblack	diared	none	36	prime	1309195520.711943	2.723346	2	
68	33.0	2	sample	sqgreen	circleyellow	diagreen	diayellow	line	sqgreen	sqgreen	diayellow	diayellow	36	prime	1309195523.945519	2.787821	3	
69	89.0	2	sample	heartblue	circlepurp	octoblue	none	line	none	heartblue	octoblue	none	36	prime	1309195527.218565	2.067063	2	
70	43.0	2	sample	circlepurp	sqyellow	triblue	none	line	trigreen	heartred	octoyellow	none	36	prime	1309195529.782325	3.629890	2	
71	99.0	2	sample	trired	trired	heartblue	heartblack	line	heartred	sqblue	triblack	none	36	prime	1309195533.922375	3.914832	2	
72	59.0	2	sample	circleblue	sqred	sqyellow	diagreen	line	tripurp	trired	triyellow	diagreen	36	prime	1309195538.356438	5.132130	1	48 3.34295415878 . 48 4.15493702888 . 48 4.320551157
73	62.0	2	sample	sqyellow	diapurp	triblue	circlegreen	line	diayellow	sqpurp	heartblue	octogreen	36	prime	1309195544.002596	4.093232	2	
74	71.0	2	sample	trired	sqpurp	octogreen	triblack	line	trired	sqpurp	octogreen	triblack	36	prime	1309195548.614580	2.795931	4	
75	46.0	2	sample	circlegreen	diablack	octored	none	line	trigreen	diablack	heartred	none	36	prime	1309195551.906408	4.708023	1	
76	63.0	2	sample	circleblack	sqyellow	heartred	trigreen	line	sqblack	circleyellow	diared	octogreen	36	prime	1309195557.128513	3.446800	2	
77	60.0	2	sample	circleblue	triyellow	octoblack	sqyellow	line	circleblue	sqgreen	octoblack	trired	36	prime	1309195561.092381	3.162136	3	
78	72.0	2	sample	diablack	circlegreen	heartyellow	none	line	none	sqred	octopurp	none	36	prime	1309195564.737162	5.665906	1	
79	57.0	2	sample	heartblue	triyellow	diared	sqblack	line	triblack	sqred	heartyellow	diablue	36	prime	1309195570.920360	5.084346	3	
80	93.0	2	sample	diayellow	circlepurp	triblack	heartblue	line	sqgreen	octored	diayellow	none	36	prime	1309195576.509794	3.107902	1	
81	7.0	2	sample	circlegreen	sqblue	circlegreen	none	line	circlegreen	sqblue	circlegreen	none	36	prime	1309195580.109576	1.413980	3	
82	25.0	2	sample	circleyellow	heartyellow	triyellow	diayellow	line	sqblack	octoblack	circleblack	heartblack	36	prime	1309195582.037643	4.507550	2	
83	10.0	2	sample	octoyellow	sqgreen	tripurp	none	line	sqred	triyellow	circlered	none	36	prime	1309195587.041560	2.105579	2	
84	55.0	2	sample	circlepurp	circlepurp	circleyellow	circleyellow	line	sqyellow	sqblue	sqblue	diapurp	36	prime	1309195589.658744	2.256027	1	
85	52.0	2	sample	circleyellow	circleyellow	circleyellow	circleyellow	line	heartblue	heartblue	heartblue	heartblue	36	prime	1309195592.429528	2.136994	1	
86	61.0	2	sample	heartblue	sqred	circlegreen	trired	line	heartblue	triyellow	circlegreen	sqpurp	36	prime	1309195595.084366	3.161367	3	
87	66.0	2	sample	heartgreen	diapurp	triblue	sqgreen	line	diagreen	heartpurp	triblue	heartblue	36	prime	1309195598.762649	3.990818	3	
88	51.0	2	sample	circleblack	circlered	sqyellow	none	line	circlepurp	circlered	sqyellow	none	36	prime	1309195603.246000	1.197952	3	
